# TIPOS DE CAMBIO USD - VENTA (Bs./M.E.) | BCV Venezuela
# Páginas procesadas: [0, 1, 2]
# Total registros: 1446
# Generado: 2026-04-03 02:01:52
# Formato: FECHA_VALOR | TASA_VENTA | TRIMESTRE | HOJA_EXCEL
----------------------------------------------------------------------------------------------------
11/08/2023 |      31.355400 | Año 2023, Trimestre III | 10082023
15/08/2023 |      31.525100 | Año 2023, Trimestre III | 11082023
16/08/2023 |      31.509800 | Año 2023, Trimestre III | 15082023
17/08/2023 |      31.611700 | Año 2023, Trimestre III | 16082023
18/08/2023 |      31.753500 | Año 2023, Trimestre III | 17082023
21/08/2023 |      31.847300 | Año 2023, Trimestre III | 18082023
22/08/2023 |      31.833700 | Año 2023, Trimestre III | 21082023
23/08/2023 |      32.007900 | Año 2023, Trimestre III | 22082023
24/08/2023 |      32.178500 | Año 2023, Trimestre III | 23082023
25/08/2023 |      32.295600 | Año 2023, Trimestre III | 24082023
28/08/2023 |      32.344500 | Año 2023, Trimestre III | 25082023
29/08/2023 |      32.437100 | Año 2023, Trimestre III | 28082023
30/08/2023 |      32.428400 | Año 2023, Trimestre III | 29082023
31/08/2023 |      32.507900 | Año 2023, Trimestre III | 30082023
01/09/2023 |      32.598400 | Año 2023, Trimestre III | 31082023
04/09/2023 |      32.815100 | Año 2023, Trimestre III | 01092023
05/09/2023 |      32.792100 | Año 2023, Trimestre III | 04092023
06/09/2023 |      32.939400 | Año 2023, Trimestre III | 05092023
07/09/2023 |      33.111500 | Año 2023, Trimestre III | 06092023
08/09/2023 |      33.215700 | Año 2023, Trimestre III | 07092023
12/09/2023 |      33.340100 | Año 2023, Trimestre III | 08092023
13/09/2023 |      33.337100 | Año 2023, Trimestre III | 12092023
14/09/2023 |      33.440200 | Año 2023, Trimestre III | 13092023
15/09/2023 |      33.507800 | Año 2023, Trimestre III | 14092023
18/09/2023 |      33.660700 | Año 2023, Trimestre III | 15092023
19/09/2023 |      33.668100 | Año 2023, Trimestre III | 18092023
20/09/2023 |      33.816100 | Año 2023, Trimestre III | 19092023
21/09/2023 |      33.833300 | Año 2023, Trimestre III | 20092023
22/09/2023 |      33.928900 | Año 2023, Trimestre III | 21092023
25/09/2023 |      33.991200 | Año 2023, Trimestre III | 22092023
26/09/2023 |      34.023300 | Año 2023, Trimestre III | 25092023
27/09/2023 |      34.093300 | Año 2023, Trimestre III | 26092023
28/09/2023 |      34.250700 | Año 2023, Trimestre III | 27092023
29/09/2023 |      34.300900 | Año 2023, Trimestre III | 28092023
02/10/2023 |      34.425400 | Año 2023, Trimestre III | 29092023
03/10/2023 |      34.468100 | Año 2023, Trimestre IV | 02102023
04/10/2023 |      34.668500 | Año 2023, Trimestre IV | 03102023
05/10/2023 |      34.713300 | Año 2023, Trimestre IV | 04102023
06/10/2023 |      34.749900 | Año 2023, Trimestre IV | 05102023
09/10/2023 |      34.856500 | Año 2023, Trimestre IV | 06102023
10/10/2023 |      34.819900 | Año 2023, Trimestre IV | 09102023
11/10/2023 |      34.841600 | Año 2023, Trimestre IV | 10102023
13/10/2023 |      34.900100 | Año 2023, Trimestre IV | 11102023
16/10/2023 |      34.877600 | Año 2023, Trimestre IV | 13102023
17/10/2023 |      34.850800 | Año 2023, Trimestre IV | 16102023
18/10/2023 |      34.812600 | Año 2023, Trimestre IV | 17102023
19/10/2023 |      34.860200 | Año 2023, Trimestre IV | 18102023
20/10/2023 |      34.858400 | Año 2023, Trimestre IV | 19102023
23/10/2023 |      34.977900 | Año 2023, Trimestre IV | 20102023
24/10/2023 |      34.976000 | Año 2023, Trimestre IV | 23102023
25/10/2023 |      35.027800 | Año 2023, Trimestre IV | 24102023
26/10/2023 |      35.022200 | Año 2023, Trimestre IV | 25102023
27/10/2023 |      35.091900 | Año 2023, Trimestre IV | 26102023
31/10/2023 |      35.127600 | Año 2023, Trimestre IV | 27102023
01/11/2023 |      35.065300 | Año 2023, Trimestre IV | 31102023
02/11/2023 |      35.153500 | Año 2023, Trimestre IV | 01112023
03/11/2023 |      35.172400 | Año 2023, Trimestre IV | 02112023
07/11/2023 |      35.236000 | Año 2023, Trimestre IV | 03112023
08/11/2023 |      35.154100 | Año 2023, Trimestre IV | 07112023
09/11/2023 |      35.245800 | Año 2023, Trimestre IV | 08112023
10/11/2023 |      35.334200 | Año 2023, Trimestre IV | 09112023
13/11/2023 |      35.370600 | Año 2023, Trimestre IV | 10112023
14/11/2023 |      35.314800 | Año 2023, Trimestre IV | 13112023
15/11/2023 |      35.381900 | Año 2023, Trimestre IV | 14112023
16/11/2023 |      35.410800 | Año 2023, Trimestre IV | 15112023
17/11/2023 |      35.429800 | Año 2023, Trimestre IV | 16112023
20/11/2023 |      35.478000 | Año 2023, Trimestre IV | 17112023
21/11/2023 |      35.451100 | Año 2023, Trimestre IV | 20112023
22/11/2023 |      35.418600 | Año 2023, Trimestre IV | 21112023
23/11/2023 |      35.391600 | Año 2023, Trimestre IV | 22112023
24/11/2023 |      35.485400 | Año 2023, Trimestre IV | 23112023
27/11/2023 |      35.502100 | Año 2023, Trimestre IV | 24112023
28/11/2023 |      35.470800 | Año 2023, Trimestre IV | 27112023
29/11/2023 |      35.478400 | Año 2023, Trimestre IV | 28112023
30/11/2023 |      35.493900 | Año 2023, Trimestre IV | 29112023
01/12/2023 |      35.513100 | Año 2023, Trimestre IV | 30112023
04/12/2023 |      35.580600 | Año 2023, Trimestre IV | 01122023
05/12/2023 |      35.522800 | Año 2023, Trimestre IV | 04122023
06/12/2023 |      35.557800 | Año 2023, Trimestre IV | 05122023
07/12/2023 |      35.597400 | Año 2023, Trimestre IV | 06122023
08/12/2023 |      35.601800 | Año 2023, Trimestre IV | 07122023
12/12/2023 |      35.624800 | Año 2023, Trimestre IV | 08122023
13/12/2023 |      35.572400 | Año 2023, Trimestre IV | 12122023
14/12/2023 |      35.626200 | Año 2023, Trimestre IV | 13122023
15/12/2023 |      35.640300 | Año 2023, Trimestre IV | 14122023
18/12/2023 |      35.724700 | Año 2023, Trimestre IV | 15122023
19/12/2023 |      35.654000 | Año 2023, Trimestre IV | 18122023
20/12/2023 |      35.715600 | Año 2023, Trimestre IV | 19122023
21/12/2023 |      35.732000 | Año 2023, Trimestre IV | 20122023
22/12/2023 |      35.787400 | Año 2023, Trimestre IV | 21122023
26/12/2023 |      35.813400 | Año 2023, Trimestre IV | 22122023
27/12/2023 |      35.782700 | Año 2023, Trimestre IV | 26122023
28/12/2023 |      35.834800 | Año 2023, Trimestre IV | 27122023
29/12/2023 |      35.930500 | Año 2023, Trimestre IV | 28122023
02/01/2024 |      35.959300 | Año 2023, Trimestre IV | 29122023
03/01/2024 |      35.867000 | Año 2024, Trimestre I | 02012024
04/01/2024 |      35.949600 | Año 2024, Trimestre I | 03012024
05/01/2024 |      36.034500 | Año 2024, Trimestre I | 04012024
08/01/2024 |      36.006500 | Año 2024, Trimestre I | 05012024
09/01/2024 |      35.938500 | Año 2024, Trimestre I | 08012024
10/01/2024 |      35.917100 | Año 2024, Trimestre I | 09012024
11/01/2024 |      35.943700 | Año 2024, Trimestre I | 10012024
12/01/2024 |      35.962900 | Año 2024, Trimestre I | 11012024
15/01/2024 |      36.039700 | Año 2024, Trimestre I | 12012024
16/01/2024 |      35.974400 | Año 2024, Trimestre I | 15012024
17/01/2024 |      36.046600 | Año 2024, Trimestre I | 16012024
18/01/2024 |      36.076100 | Año 2024, Trimestre I | 17012024
19/01/2024 |      36.137900 | Año 2024, Trimestre I | 18012024
22/01/2024 |      36.145900 | Año 2024, Trimestre I | 19012024
23/01/2024 |      36.110400 | Año 2024, Trimestre I | 22012024
24/01/2024 |      36.127900 | Año 2024, Trimestre I | 23012024
25/01/2024 |      36.118700 | Año 2024, Trimestre I | 24012024
26/01/2024 |      36.118600 | Año 2024, Trimestre I | 25012024
29/01/2024 |      36.202000 | Año 2024, Trimestre I | 26012024
30/01/2024 |      36.141800 | Año 2024, Trimestre I | 29012024
31/01/2024 |      36.203200 | Año 2024, Trimestre I | 30012024
01/02/2024 |      36.260100 | Año 2024, Trimestre I | 31012024
02/02/2024 |      36.235200 | Año 2024, Trimestre I | 01022024
05/02/2024 |      36.285900 | Año 2024, Trimestre I | 02022024
06/02/2024 |      36.253400 | Año 2024, Trimestre I | 05022024
07/02/2024 |      36.255600 | Año 2024, Trimestre I | 06022024
08/02/2024 |      36.237500 | Año 2024, Trimestre I | 07022024
09/02/2024 |      36.291900 | Año 2024, Trimestre I | 08022024
14/02/2024 |      36.318500 | Año 2024, Trimestre I | 09022024
15/02/2024 |      36.260900 | Año 2024, Trimestre I | 14022024
16/02/2024 |      36.273700 | Año 2024, Trimestre I | 15022024
19/02/2024 |      36.335800 | Año 2024, Trimestre I | 16022024
20/02/2024 |      36.237500 | Año 2024, Trimestre I | 19022024
21/02/2024 |      36.295100 | Año 2024, Trimestre I | 20022024
22/02/2024 |      36.231500 | Año 2024, Trimestre I | 21022024
23/02/2024 |      36.232900 | Año 2024, Trimestre I | 22022024
26/02/2024 |      36.069800 | Año 2024, Trimestre I | 23022024
27/02/2024 |      36.070600 | Año 2024, Trimestre I | 26022024
28/02/2024 |      36.095500 | Año 2024, Trimestre I | 27022024
29/02/2024 |      36.130400 | Año 2024, Trimestre I | 28022024
01/03/2024 |      36.151800 | Año 2024, Trimestre I | 29022024
04/03/2024 |      36.080100 | Año 2024, Trimestre I | 01032024
05/03/2024 |      36.093300 | Año 2024, Trimestre I | 04032024
06/03/2024 |      36.131800 | Año 2024, Trimestre I | 05032024
07/03/2024 |      36.172600 | Año 2024, Trimestre I | 06032024
08/03/2024 |      36.133100 | Año 2024, Trimestre I | 07032024
11/03/2024 |      36.190300 | Año 2024, Trimestre I | 08032024
12/03/2024 |      36.200500 | Año 2024, Trimestre I | 11032024
13/03/2024 |      36.236800 | Año 2024, Trimestre I | 12032024
14/03/2024 |      36.263300 | Año 2024, Trimestre I | 13032024
15/03/2024 |      36.276000 | Año 2024, Trimestre I | 14032024
18/03/2024 |      36.316700 | Año 2024, Trimestre I | 15032024
20/03/2024 |      36.265300 | Año 2024, Trimestre I | 18032024
21/03/2024 |      36.286100 | Año 2024, Trimestre I | 20032024
22/03/2024 |      36.321700 | Año 2024, Trimestre I | 21032024
25/03/2024 |      36.355500 | Año 2024, Trimestre I | 22032024
26/03/2024 |      36.300600 | Año 2024, Trimestre I | 25032024
27/03/2024 |      36.334000 | Año 2024, Trimestre I | 26032024
01/04/2024 |      36.289600 | Año 2024, Trimestre I | 27032024
02/04/2024 |      36.261100 | Año 2024, Trimestre II | 01042024
03/04/2024 |      36.286000 | Año 2024, Trimestre II | 02042024
04/04/2024 |      36.249300 | Año 2024, Trimestre II | 03042024
05/04/2024 |      36.210500 | Año 2024, Trimestre II | 04042024
08/04/2024 |      36.227400 | Año 2024, Trimestre II | 05042024
09/04/2024 |      36.180900 | Año 2024, Trimestre II | 08042024
10/04/2024 |      36.225100 | Año 2024, Trimestre II | 09042024
11/04/2024 |      36.188300 | Año 2024, Trimestre II | 10042024
12/04/2024 |      36.280400 | Año 2024, Trimestre II | 11042024
15/04/2024 |      36.294700 | Año 2024, Trimestre II | 12042024
16/04/2024 |      36.288900 | Año 2024, Trimestre II | 15042024
17/04/2024 |      36.297400 | Año 2024, Trimestre II | 16042024
18/04/2024 |      36.326500 | Año 2024, Trimestre II | 17042024
22/04/2024 |      36.342100 | Año 2024, Trimestre II | 18042024
23/04/2024 |      36.350600 | Año 2024, Trimestre II | 22042024
24/04/2024 |      36.387700 | Año 2024, Trimestre II | 23042024
25/04/2024 |      36.423100 | Año 2024, Trimestre II | 24042024
26/04/2024 |      36.431100 | Año 2024, Trimestre II | 25042024
29/04/2024 |      36.432400 | Año 2024, Trimestre II | 26042024
30/04/2024 |      36.426200 | Año 2024, Trimestre II | 29042024
02/05/2024 |      36.473000 | Año 2024, Trimestre II | 30042024
03/05/2024 |      36.509900 | Año 2024, Trimestre II | 02052024
06/05/2024 |      36.584900 | Año 2024, Trimestre II | 03052024
07/05/2024 |      36.576300 | Año 2024, Trimestre II | 06052024
08/05/2024 |      36.562100 | Año 2024, Trimestre II | 07052024
09/05/2024 |      36.582800 | Año 2024, Trimestre II | 08052024
10/05/2024 |      36.586500 | Año 2024, Trimestre II | 09052024
14/05/2024 |      36.610100 | Año 2024, Trimestre II | 10052024
15/05/2024 |      36.594900 | Año 2024, Trimestre II | 14052024
16/05/2024 |      36.604200 | Año 2024, Trimestre II | 15052024
17/05/2024 |      36.626500 | Año 2024, Trimestre II | 16052024
20/05/2024 |      36.571700 | Año 2024, Trimestre II | 17052024
21/05/2024 |      36.570300 | Año 2024, Trimestre II | 20052024
22/05/2024 |      36.558900 | Año 2024, Trimestre II | 21052024
23/05/2024 |      36.546400 | Año 2024, Trimestre II | 22052024
24/05/2024 |      36.521900 | Año 2024, Trimestre II | 23052024
27/05/2024 |      36.512900 | Año 2024, Trimestre II | 24052024
28/05/2024 |      36.511900 | Año 2024, Trimestre II | 27052024
29/05/2024 |      36.510300 | Año 2024, Trimestre II | 28052024
30/05/2024 |      36.511400 | Año 2024, Trimestre II | 29052024
31/05/2024 |      36.537200 | Año 2024, Trimestre II | 30052024
04/06/2024 |      36.534400 | Año 2024, Trimestre II | 31052024
05/06/2024 |      36.540800 | Año 2024, Trimestre II | 04062024
06/06/2024 |      36.524000 | Año 2024, Trimestre II | 05062024
07/06/2024 |      36.488200 | Año 2024, Trimestre II | 06062024
10/06/2024 |      36.478700 | Año 2024, Trimestre II | 07062024
11/06/2024 |      36.450000 | Año 2024, Trimestre II | 10062024
12/06/2024 |      36.438500 | Año 2024, Trimestre II | 11062024
13/06/2024 |      36.449700 | Año 2024, Trimestre II | 12062024
14/06/2024 |      36.429600 | Año 2024, Trimestre II | 13062024
18/06/2024 |      36.417600 | Año 2024, Trimestre II | 14062024
19/06/2024 |      36.393900 | Año 2024, Trimestre II | 18062024
20/06/2024 |      36.383100 | Año 2024, Trimestre II | 19062024
21/06/2024 |      36.378900 | Año 2024, Trimestre II | 20062024
25/06/2024 |      36.372500 | Año 2024, Trimestre II | 21062024
26/06/2024 |      36.365500 | Año 2024, Trimestre II | 25062024
27/06/2024 |      36.382300 | Año 2024, Trimestre II | 26062024
28/06/2024 |      36.408500 | Año 2024, Trimestre II | 27062024
01/07/2024 |      36.446200 | Año 2024, Trimestre II | 28062024
02/07/2024 |      36.455100 | Año 2024, Trimestre III | 01072024
03/07/2024 |      36.467200 | Año 2024, Trimestre III | 02072024
04/07/2024 |      36.477900 | Año 2024, Trimestre III | 03072024
08/07/2024 |      36.512300 | Año 2024, Trimestre III | 04072024
09/07/2024 |      36.488800 | Año 2024, Trimestre III | 08072024
10/07/2024 |      36.505600 | Año 2024, Trimestre III | 09072024
11/07/2024 |      36.513400 | Año 2024, Trimestre III | 10072024
12/07/2024 |      36.530300 | Año 2024, Trimestre III | 11072024
15/07/2024 |      36.524300 | Año 2024, Trimestre III | 12072024
16/07/2024 |      36.500400 | Año 2024, Trimestre III | 15072024
17/07/2024 |      36.506000 | Año 2024, Trimestre III | 16072024
18/07/2024 |      36.540700 | Año 2024, Trimestre III | 17072024
19/07/2024 |      36.572400 | Año 2024, Trimestre III | 18072024
22/07/2024 |      36.606600 | Año 2024, Trimestre III | 19072024
23/07/2024 |      36.531400 | Año 2024, Trimestre III | 22072024
25/07/2024 |      36.559000 | Año 2024, Trimestre III | 23072024
26/07/2024 |      36.579700 | Año 2024, Trimestre III | 25072024
29/07/2024 |      36.607400 | Año 2024, Trimestre III | 26072024
30/07/2024 |      36.609000 | Año 2024, Trimestre III | 29072024
31/07/2024 |      36.612800 | Año 2024, Trimestre III | 30072024
01/08/2024 |      36.636800 | Año 2024, Trimestre III | 31072024
02/08/2024 |      36.642300 | Año 2024, Trimestre III | 01082024
05/08/2024 |      36.655500 | Año 2024, Trimestre III | 02082024
06/08/2024 |      36.652700 | Año 2024, Trimestre III | 05082024
07/08/2024 |      36.664200 | Año 2024, Trimestre III | 06082024
08/08/2024 |      36.680600 | Año 2024, Trimestre III | 07082024
09/08/2024 |      36.682700 | Año 2024, Trimestre III | 08082024
12/08/2024 |      36.665800 | Año 2024, Trimestre III | 09082024
13/08/2024 |      36.630500 | Año 2024, Trimestre III | 12082024
14/08/2024 |      36.656100 | Año 2024, Trimestre III | 13082024
15/08/2024 |      36.613200 | Año 2024, Trimestre III | 14082024
16/08/2024 |      36.676800 | Año 2024, Trimestre III | 15082024
20/08/2024 |      36.684800 | Año 2024, Trimestre III | 16082024
21/08/2024 |      36.683000 | Año 2024, Trimestre III | 20082024
22/08/2024 |      36.648400 | Año 2024, Trimestre III | 21082024
23/08/2024 |      36.696700 | Año 2024, Trimestre III | 22082024
26/08/2024 |      36.588800 | Año 2024, Trimestre III | 23082024
27/08/2024 |      36.563300 | Año 2024, Trimestre III | 26082024
28/08/2024 |      36.588300 | Año 2024, Trimestre III | 27082024
29/08/2024 |      36.591900 | Año 2024, Trimestre III | 28082024
30/08/2024 |      36.625900 | Año 2024, Trimestre III | 29082024
02/09/2024 |      36.645400 | Año 2024, Trimestre III | 30082024
03/09/2024 |      36.638600 | Año 2024, Trimestre III | 02092024
04/09/2024 |      36.639100 | Año 2024, Trimestre III | 03092024
05/09/2024 |      36.643600 | Año 2024, Trimestre III | 04092024
06/09/2024 |      36.684600 | Año 2024, Trimestre III | 05092024
09/09/2024 |      36.695800 | Año 2024, Trimestre III | 06092024
10/09/2024 |      36.685400 | Año 2024, Trimestre III | 09092024
11/09/2024 |      36.706200 | Año 2024, Trimestre III | 10092024
12/09/2024 |      36.732300 | Año 2024, Trimestre III | 11092024
13/09/2024 |      36.741000 | Año 2024, Trimestre III | 12092024
17/09/2024 |      36.775100 | Año 2024, Trimestre III | 13092024
18/09/2024 |      36.770200 | Año 2024, Trimestre III | 17092024
19/09/2024 |      36.778900 | Año 2024, Trimestre III | 18092024
20/09/2024 |      36.801300 | Año 2024, Trimestre III | 19092024
23/09/2024 |      36.823000 | Año 2024, Trimestre III | 20092024
24/09/2024 |      36.813000 | Año 2024, Trimestre III | 23092024
25/09/2024 |      36.810500 | Año 2024, Trimestre III | 24092024
26/09/2024 |      36.850700 | Año 2024, Trimestre III | 25092024
27/09/2024 |      36.865500 | Año 2024, Trimestre III | 26092024
30/09/2024 |      36.908600 | Año 2024, Trimestre III | 27092024
01/10/2024 |      36.922700 | Año 2024, Trimestre III | 30092024
02/10/2024 |      36.918700 | Año 2024, Trimestre IV | 01102024
03/10/2024 |      36.981200 | Año 2024, Trimestre IV | 02102024
04/10/2024 |      36.985500 | Año 2024, Trimestre IV | 03102024
07/10/2024 |      37.035800 | Año 2024, Trimestre IV | 04102024
08/10/2024 |      37.039700 | Año 2024, Trimestre IV | 07102024
09/10/2024 |      37.074000 | Año 2024, Trimestre IV | 08102024
10/10/2024 |      37.529500 | Año 2024, Trimestre IV | 09102024
11/10/2024 |      37.650200 | Año 2024, Trimestre IV | 10102024
14/10/2024 |      38.885700 | Año 2024, Trimestre IV | 11102024
15/10/2024 |      38.888000 | Año 2024, Trimestre IV | 14102024
16/10/2024 |      38.917900 | Año 2024, Trimestre IV | 15102024
17/10/2024 |      39.011600 | Año 2024, Trimestre IV | 16102024
18/10/2024 |      39.134400 | Año 2024, Trimestre IV | 17102024
21/10/2024 |      39.169900 | Año 2024, Trimestre IV | 18102024
22/10/2024 |      39.181300 | Año 2024, Trimestre IV | 21102024
23/10/2024 |      39.323000 | Año 2024, Trimestre IV | 22102024
24/10/2024 |      39.461700 | Año 2024, Trimestre IV | 23102024
25/10/2024 |      40.880300 | Año 2024, Trimestre IV | 24102024
28/10/2024 |      41.042900 | Año 2024, Trimestre IV | 25102024
29/10/2024 |      41.736100 | Año 2024, Trimestre IV | 28102024
30/10/2024 |      42.225600 | Año 2024, Trimestre IV | 29102024
31/10/2024 |      42.562200 | Año 2024, Trimestre IV | 30102024
01/11/2024 |      42.710100 | Año 2024, Trimestre IV | 31102024
05/11/2024 |      42.856900 | Año 2024, Trimestre IV | 01112024
06/11/2024 |      43.457600 | Año 2024, Trimestre IV | 05112024
07/11/2024 |      43.782200 | Año 2024, Trimestre IV | 06112024
08/11/2024 |      44.186100 | Año 2024, Trimestre IV | 07112024
11/11/2024 |      44.703500 | Año 2024, Trimestre IV | 08112024
12/11/2024 |      44.754400 | Año 2024, Trimestre IV | 11112024
13/11/2024 |      44.928900 | Año 2024, Trimestre IV | 12112024
14/11/2024 |      45.053000 | Año 2024, Trimestre IV | 13112024
15/11/2024 |      45.507000 | Año 2024, Trimestre IV | 14112024
19/11/2024 |      45.789400 | Año 2024, Trimestre IV | 15112024
20/11/2024 |      45.841000 | Año 2024, Trimestre IV | 19112024
21/11/2024 |      46.058800 | Año 2024, Trimestre IV | 20112024
22/11/2024 |      46.327300 | Año 2024, Trimestre IV | 21112024
25/11/2024 |      46.617600 | Año 2024, Trimestre IV | 22112024
26/11/2024 |      46.642700 | Año 2024, Trimestre IV | 25112024
27/11/2024 |      46.753700 | Año 2024, Trimestre IV | 26112024
28/11/2024 |      46.855400 | Año 2024, Trimestre IV | 27112024
29/11/2024 |      47.313800 | Año 2024, Trimestre IV | 28112024
02/12/2024 |      47.607400 | Año 2024, Trimestre IV | 29112024
03/12/2024 |      47.729300 | Año 2024, Trimestre IV | 02122024
04/12/2024 |      47.855200 | Año 2024, Trimestre IV | 03122024
05/12/2024 |      48.118300 | Año 2024, Trimestre IV | 04122024
06/12/2024 |      48.326500 | Año 2024, Trimestre IV | 05122024
09/12/2024 |      48.790300 | Año 2024, Trimestre IV | 06122024
10/12/2024 |      48.869500 | Año 2024, Trimestre IV | 09122024
11/12/2024 |      49.111100 | Año 2024, Trimestre IV | 10122024
12/12/2024 |      49.475700 | Año 2024, Trimestre IV | 11122024
13/12/2024 |      49.906800 | Año 2024, Trimestre IV | 12122024
16/12/2024 |      50.331900 | Año 2024, Trimestre IV | 13122024
17/12/2024 |      50.371000 | Año 2024, Trimestre IV | 16122024
18/12/2024 |      50.541900 | Año 2024, Trimestre IV | 17122024
19/12/2024 |      50.954500 | Año 2024, Trimestre IV | 18122024
20/12/2024 |      51.350400 | Año 2024, Trimestre IV | 19122024
23/12/2024 |      51.539800 | Año 2024, Trimestre IV | 20122024
26/12/2024 |      51.640000 | Año 2024, Trimestre IV | 23122024
27/12/2024 |      51.765900 | Año 2024, Trimestre IV | 26122024
30/12/2024 |      51.934500 | Año 2024, Trimestre IV | 27122024
02/01/2025 |      52.027100 | Año 2024, Trimestre IV | 30122024
03/01/2025 |      52.572300 | Año 2025, Trimestre I | 02012025
07/01/2025 |      53.012000 | Año 2025, Trimestre I | 03012025
08/01/2025 |      53.070400 | Año 2025, Trimestre I | 07012025
09/01/2025 |      53.282700 | Año 2025, Trimestre I | 08012025
10/01/2025 |      53.852200 | Año 2025, Trimestre I | 09012025
14/01/2025 |      53.879100 | Año 2025, Trimestre I | 10012025
15/01/2025 |      53.964200 | Año 2025, Trimestre I | 14012025
16/01/2025 |      54.369400 | Año 2025, Trimestre I | 15012025
17/01/2025 |      54.760000 | Año 2025, Trimestre I | 16012025
20/01/2025 |      54.911300 | Año 2025, Trimestre I | 17012025
21/01/2025 |      54.985200 | Año 2025, Trimestre I | 20012025
22/01/2025 |      55.299900 | Año 2025, Trimestre I | 21012025
23/01/2025 |      55.761100 | Año 2025, Trimestre I | 22012025
24/01/2025 |      56.283000 | Año 2025, Trimestre I | 23012025
27/01/2025 |      56.652200 | Año 2025, Trimestre I | 24012025
28/01/2025 |      56.856200 | Año 2025, Trimestre I | 27012025
29/01/2025 |      57.297400 | Año 2025, Trimestre I | 28012025
30/01/2025 |      57.392900 | Año 2025, Trimestre I | 29012025
31/01/2025 |      57.966600 | Año 2025, Trimestre I | 30012025
03/02/2025 |      58.443700 | Año 2025, Trimestre I | 31012025
04/02/2025 |      58.540400 | Año 2025, Trimestre I | 03022025
05/02/2025 |      58.793800 | Año 2025, Trimestre I | 04022025
06/02/2025 |      59.460500 | Año 2025, Trimestre I | 05022025
07/02/2025 |      60.141700 | Año 2025, Trimestre I | 06022025
10/02/2025 |      60.521100 | Año 2025, Trimestre I | 07022025
11/02/2025 |      60.542800 | Año 2025, Trimestre I | 10022025
12/02/2025 |      61.027800 | Año 2025, Trimestre I | 11022025
13/02/2025 |      61.346200 | Año 2025, Trimestre I | 12022025
14/02/2025 |      61.822700 | Año 2025, Trimestre I | 13022025
17/02/2025 |      62.070800 | Año 2025, Trimestre I | 14022025
18/02/2025 |      62.099900 | Año 2025, Trimestre I | 17022025
19/02/2025 |      62.183400 | Año 2025, Trimestre I | 18022025
20/02/2025 |      62.510700 | Año 2025, Trimestre I | 19022025
21/02/2025 |      63.206500 | Año 2025, Trimestre I | 20022025
24/02/2025 |      63.413900 | Año 2025, Trimestre I | 21022025
25/02/2025 |      63.493800 | Año 2025, Trimestre I | 24022025
26/02/2025 |      64.019100 | Año 2025, Trimestre I | 25022025
27/02/2025 |      64.240600 | Año 2025, Trimestre I | 26022025
28/02/2025 |      64.246400 | Año 2025, Trimestre I | 27022025
05/03/2025 |      64.484400 | Año 2025, Trimestre I | 28022025
06/03/2025 |      64.611600 | Año 2025, Trimestre I | 05032025
07/03/2025 |      64.746000 | Año 2025, Trimestre I | 06032025
10/03/2025 |      65.266200 | Año 2025, Trimestre I | 07032025
11/03/2025 |      65.415100 | Año 2025, Trimestre I | 10032025
12/03/2025 |      65.626800 | Año 2025, Trimestre I | 11032025
13/03/2025 |      66.254200 | Año 2025, Trimestre I | 12032025
14/03/2025 |      66.436800 | Año 2025, Trimestre I | 13032025
17/03/2025 |      66.557300 | Año 2025, Trimestre I | 14032025
18/03/2025 |      66.788000 | Año 2025, Trimestre I | 17032025
20/03/2025 |      67.634400 | Año 2025, Trimestre I | 18032025
21/03/2025 |      67.858300 | Año 2025, Trimestre I | 20032025
24/03/2025 |      68.311600 | Año 2025, Trimestre I | 21032025
25/03/2025 |      68.393600 | Año 2025, Trimestre I | 24032025
26/03/2025 |      68.699400 | Año 2025, Trimestre I | 25032025
27/03/2025 |      69.018800 | Año 2025, Trimestre I | 26032025
28/03/2025 |      69.438700 | Año 2025, Trimestre I | 27032025
31/03/2025 |      69.566400 | Año 2025, Trimestre I | 28032025
01/04/2025 |      69.776000 | Año 2025, Trimestre I | 31032025
02/04/2025 |      70.014100 | Año 2025, Trimestre II | 01042025
03/04/2025 |      70.249300 | Año 2025, Trimestre II | 02042025
04/04/2025 |      70.585200 | Año 2025, Trimestre II | 03042025
07/04/2025 |      72.185600 | Año 2025, Trimestre II | 04042025
08/04/2025 |      73.357600 | Año 2025, Trimestre II | 07042025
09/04/2025 |      74.278700 | Año 2025, Trimestre II | 08042025
10/04/2025 |      75.802500 | Año 2025, Trimestre II | 09042025
11/04/2025 |      77.264600 | Año 2025, Trimestre II | 10042025
14/04/2025 |      78.363500 | Año 2025, Trimestre II | 11042025
15/04/2025 |      78.591400 | Año 2025, Trimestre II | 14042025
16/04/2025 |      79.784400 | Año 2025, Trimestre II | 15042025
21/04/2025 |      80.959800 | Año 2025, Trimestre II | 16042025
22/04/2025 |      81.761300 | Año 2025, Trimestre II | 21042025
23/04/2025 |      82.378800 | Año 2025, Trimestre II | 22042025
24/04/2025 |      83.418200 | Año 2025, Trimestre II | 23042025
25/04/2025 |      84.420400 | Año 2025, Trimestre II | 24042025
28/04/2025 |      86.114300 | Año 2025, Trimestre II | 25042025
29/04/2025 |      86.656400 | Año 2025, Trimestre II | 28042025
30/04/2025 |      86.846500 | Año 2025, Trimestre II | 29042025
02/05/2025 |      87.568100 | Año 2025, Trimestre II | 30042025
05/05/2025 |      88.640500 | Año 2025, Trimestre II | 02052025
